"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Mum Bai Toei"|"450"|"Chinese"|"Mumbai"|"Kalamboli"|"https://www.zomato.com/mumbai/mum-bai-toei-kalamboli-navi-mumbai/info"|"696"|"Quick Bites"|"1230pm to 330pm,730pm to 11pm(Mon-Sun)"|"Average"|"3.4"|"101"
"Snaxovi"|"400"|"Fast Food,Street Food,Beverages"|"Mumbai"|"Vashi"|"https://www.zomato.com/mumbai/snaxovi-1-vashi-navi-mumbai/info"|"696"|"Quick Bites"|"8am to 1130pm(Mon-Sun)"|"Average"|"3.2"|"18"
"Hotel Sai Leela"|"400"|"Chinese,North Indian,South Indian"|"Mumbai"|"Castle Mill-- Thane West"|"https://www.zomato.com/mumbai/hotel-sai-leela-castle-mill-thane-west/info"|"696"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Average"|"3.4"|"83"
"Hotel Jai Mata Di"|"1000"|"Chinese,Maharashtrian,North Indian"|"Mumbai"|"Kalamboli"|"https://www.zomato.com/mumbai/hotel-jai-mata-di-kalamboli-navi-mumbai/info"|"696"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Average"|"3.1"|"15"
"Desi Tadka"|"450"|"North Indian,Chinese"|"Mumbai"|"Vashi"|"https://www.zomato.com/mumbai/desi-tadka-vashi-navi-mumbai/info"|"696"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Average"|"3.3"|"87"
"Hindi Chini Bhai Bhai"|"300"|"Chinese"|"Mumbai"|"Near Andheri West Station"|"https://www.zomato.com/mumbai/hindi-chini-bhai-bhai-near-andheri-west-station/info"|"696"|"none"|"1130am to 1030pm(Mon-Sun)"|"Poor"|"2.4"|"25"
"The Malvani Feast"|"500"|"Malwani"|"Mumbai"|"Borivali East"|"https://www.zomato.com/mumbai/the-malvani-feast-borivali-east/info"|"696"|"Quick Bites"|"10am to 1130pm(Mon,Wed,Thu,Fri,Sat,Sun)..."|"Average"|"3.2"|"59"
"Dabba Delight"|"200"|"Biryani"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/dabba-delight-dombivali-east/info"|"696"|"none"|"11am to 11pm(Mon-Sun)"|"Average"|"3.2"|"26"
"2PM Restaurant"|"600"|"Fast Food,North Indian"|"Mumbai"|"Vasai"|"https://www.zomato.com/mumbai/2pm-restaurant-vasai/info"|"696"|"Casual Dining"|"11am to 12midnight(Mon,Wed,Thu,Fri,Sat,Sun)..."|"Average"|"3.3"|"16"
"Fusion Bite"|"400"|"Fast Food"|"Mumbai"|"Virar"|"https://www.zomato.com/mumbai/fusion-bite-1-virar/info"|"696"|"Quick Bites"|"1130am to 1130pm(Mon-Fri),1130am to 12noon..."|"Average"|"3.1"|"21"
"Kitchen Inn"|"600"|"Biryani,North Indian,Kebab"|"Mumbai"|"Hiranandani Estate-- Thane West"|"https://www.zomato.com/mumbai/kitchen-inn-hiranandani-estate-thane-west-thane/info"|"696"|"none"|"11am to 11pm(Mon-Sun)"|"Average"|"3.3"|"35"
"Tasty Treats Parcel Kitchen"|"400"|"Chinese,North Indian"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/tasty-treats-parcel-kitchen-dombivali-east-thane/info"|"696"|"none"|"4pm to 7pm(Mon-Sun)"|"Average"|"3.3"|"6"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Biryani House"|"450"|"Biryani,Seafood"|"Mumbai"|"Kopar Khairane"|"https://www.zomato.com/mumbai/biryani-house-kopar-khairane-navi-mumbai/info"|"697"|"none"|"1130am to 11pm(Mon-Sun)"|"Average"|"3.1"|"55"
"Healthy Bites"|"450"|"North Indian"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/healthy-bites-dombivali-east-thane/info"|"697"|"Quick Bites"|"11am to 1030pm(Mon-Sun)"|"Average"|"3.3"|"16"
"Eat & Run"|"200"|"Beverages,Fast Food"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/eat-run-mira-road/info"|"697"|"Food Truck"|"12noon to 10pm(Mon-Sun)"|"Good"|"3.5"|"21"
"Mejwani9"|"1000"|"Chinese,Maharashtrian,Bar Food,Beverages,Desserts,Finger Food,Indian"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/mejwani9-mira-road/info"|"697"|"Casual Dining"|"11am to 12midnight(Mon-Sun)"|"Average"|"3.3"|"32"
"Red Chilly"|"550"|"North Indian,Chinese"|"Mumbai"|"Majiwada-- Thane West"|"https://www.zomato.com/mumbai/red-chilly-majiwada-thane-west/info"|"697"|"Casual Dining"|"11am to 4pm,7pm to 1130pm(Mon-Sun)"|"Average"|"3.0"|"9"
"OSeventy One"|"300"|"Desserts,American,Belgian,Beverages,Ice Cream"|"Mumbai"|"Ghatkopar East"|"https://www.zomato.com/mumbai/oseventy-one-1-ghatkopar-east/info"|"697"|"Dessert Parlor"|"10am to 1145pm(Mon-Sun)"|"Average"|"3.1"|"5"
"Hotel Food Factory"|"500"|"North Indian,Chinese"|"Mumbai"|"Kalyan"|"https://www.zomato.com/mumbai/hotel-food-factory-kalyan-thane/info"|"697"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Average"|"3.0"|"11"
"Sicilian Pizza"|"400"|"Pizza"|"Mumbai"|"Kandivali East"|"https://www.zomato.com/mumbai/sicilian-pizza-kandivali-east/info"|"697"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Quick Bite"|"300"|"North Indian,Fast Food,Beverages"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/quick-bite-1-mira-road/info"|"697"|"Quick Bites"|"11am to 1145pm(Mon-Sun)"|"Average"|"3.0"|"8"
"Football Shootball"|"300"|"Desserts"|"Mumbai"|"Kandivali West"|"https://www.zomato.com/mumbai/football-shootball-1-kandivali-west/info"|"697"|"Dessert Parlor"|"1pm to 12midnight(Mon-Sun)"|"Good"|"3.6"|"14"
"Desi Tadka"|"200"|"Maharashtrian,North Indian"|"Mumbai"|"Virar"|"https://www.zomato.com/mumbai/desi-tadka-virar/info"|"697"|"Quick Bites"|"9am to 11pm(Mon-Sun)"|"Average"|"3.1"|"7"
"Mr Mumbai Masala"|"350"|"Maharashtrian,North Indian,Chinese"|"Mumbai"|"Kandivali East"|"https://www.zomato.com/mumbai/mr-mumbai-masala-kandivali-east/info"|"697"|"Quick Bites"|"10am to 12midnight(Mon-Sun)"|"Average"|"3.1"|"4"
"Big Burp Deli"|"600"|"Cafe,Fast Food,Beverages"|"Mumbai"|"Bhandup"|"https://www.zomato.com/mumbai/big-burp-deli-bhandup/info"|"697"|"Café"|"12noon to 10pm(Mon-Sun)"|"Average"|"3.3"|"10"
"Biryani 99"|"500"|"North Indian,Biryani"|"Mumbai"|"Mahakali"|"https://www.zomato.com/mumbai/biryani-99-mahakali/info"|"697"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Yumm-Hai-Hum"|"300"|"Chinese,North Indian,Mughlai,South Indian"|"Mumbai"|"Near Andheri East Station"|"https://www.zomato.com/yummhaihum/info"|"697"|"none"|"1030am to 12midnight(Mon-Sun)"|"Good"|"3.7"|"48"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Grilled & Fried"|"700"|"North Indian"|"Mumbai"|"Galleria Shopping Centre-- Powai"|"https://www.zomato.com/mumbai/grilled-fried-powai/info"|"698"|"Food Court"|"12noon to 4pm,6pm to 12midnight(Mon-Fri),12noon..."|"Average"|"3.4"|"30"
"Kareem's Chinese & Tawa"|"600"|"Chinese,Rolls"|"Mumbai"|"Goregaon East"|"https://www.zomato.com/mumbai/kareems-chinese-tawa-goregaon-east/info"|"698"|"none"|"1130am to 4pm,630pm to 1130pm(Mon-Sun)"|"Average"|"2.9"|"17"
"Banjara Fresh"|"200"|"Fast Food"|"Mumbai"|"Jogeshwari"|"https://www.zomato.com/mumbai/banjara-fresh-jogeshwari/info"|"698"|"Quick Bites"|"9am to 3pm,5pm to 10pm(Mon-Sun)"|"Average"|"2.7"|"16"
"Swara Snacks"|"200"|"Fast Food"|"Mumbai"|"Grant Road"|"https://www.zomato.com/mumbai/swara-snacks-grant-road/info"|"698"|"Quick Bites"|"10am to 10pm(Mon-Sun)"|"Average"|"3.2"|"7"
"Saffron The Cake Shop"|"350"|"Bakery,Desserts"|"Mumbai"|"Kandivali West"|"https://www.zomato.com/mumbai/saffron-the-cake-shop-kandivali-west/info"|"698"|"Bakery"|"8am to 11pm(Mon-Sun)"|"Average"|"3.0"|"16"
"Nachos & More"|"300"|"Fast Food,Burger,Mexican,Pizza,Street Food"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/nachos-more-mira-road/info"|"698"|"Quick Bites"|"12noon to 11pm(Mon-Sun)"|"Good"|"3.5"|"41"
"Bhaijaan Foods"|"300"|"Kebab,North Indian"|"Mumbai"|"Nerul"|"https://www.zomato.com/mumbai/bhaijaan-foods-1-nerul-navi-mumbai/info"|"698"|"Quick Bites"|"1130am to 330pm,7pm to 1130pm(Mon-Sun)"|"Average"|"2.5"|"25"
"Yumcha By Pacman"|"200"|"Fast Food"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/yumcha-by-pacman-dombivali-east-thane/info"|"698"|"Quick Bites"|"Closed(Mon),1230pm to 1030pm(Tue),11am to 10pm..."|"Good"|"3.6"|"25"
"Hotel Laxmi"|"500"|"North Indian,Chinese"|"Mumbai"|"Worli"|"https://www.zomato.com/mumbai/hotel-laxmi-worli/info"|"698"|"Quick Bites"|"1130am to 230pm,630pm to 12midnight(Mon-Sun)"|"Average"|"3.2"|"9"
"The Desi Bread"|"250"|"Bakery"|"Mumbai"|"Near Andheri East Station"|"https://www.zomato.com/mumbai/the-desi-bread-near-andheri-east-station/info"|"698"|"none"|"12noon to 5pm(Mon-Sat),Closed(Sun)"|"Average"|"3.2"|"10"
"Rassa"|"200"|"North Indian"|"Mumbai"|"Dadar West"|"https://www.zomato.com/mumbai/rassa-dadar-west/info"|"698"|"Quick Bites"|"Closed(Mon,Tue,Thu,Sat),12noon to 5pm,7pm to ..."|"Average"|"3.4"|"29"
"Brother's Cafe"|"400"|"Fast Food,Beverages"|"Mumbai"|"Kalyan"|"https://www.zomato.com/mumbai/brothers-cafe-kalyan-thane/info"|"698"|"Quick Bites"|"9am to 1130pm(Mon-Sun)"|"Average"|"3.1"|"6"
"Food Destination"|"600"|"North Indian,Chinese,Kebab"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/food-destination-dombivali-east-thane/info"|"698"|"Casual Dining"|"1130am to 330pm,630pm to 1130pm(Mon-Sun)"|"Average"|"3.1"|"7"
"Eatzzo"|"400"|"Fast Food,Rolls,North Indian"|"Mumbai"|"Powai"|"https://www.zomato.com/mumbai/eatzzo-powai/info"|"698"|"Quick Bites"|"1130am to 1130pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Chilliz N Spicz"|"250"|"Chinese,Biryani,Rolls"|"Mumbai"|"Vashi"|"https://www.zomato.com/mumbai/chilliz-n-spicz-vashi-navi-mumbai/info"|"698"|"Quick Bites"|"11am to 1130pm(Mon-Sun)"|"Average"|"3.4"|"25"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Renuka's Kitchen"|"300"|"Maharashtrian"|"Mumbai"|"Santacruz East"|"https://www.zomato.com/mumbai/renukas-kitchen-santacruz-east/info"|"699"|"none"|"8am to 10am,7pm to 10pm(Mon-Sun)"|"Average"|"3.0"|"7"
"Edesia"|"500"|"Desserts"|"Mumbai"|"Parel"|"https://www.zomato.com/mumbai/edesia-1-parel/info"|"699"|"Dessert Parlor"|"1130am to 1130pm(Mon-Sun)"|"Average"|"3.0"|"4"
"Mejwani9"|"1000"|"Chinese,Maharashtrian,Bar Food,Beverages,Desserts,Finger Food,Indian"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/mejwani9-mira-road/info"|"699"|"Casual Dining"|"11am to 12midnight(Mon-Sun)"|"Average"|"3.3"|"32"
"Karma's Food Truck"|"200"|"Street Food"|"Mumbai"|"Vasant Vihar-- Thane West"|"https://www.zomato.com/mumbai/karmas-food-truck-vasant-vihar-thane-west-thane/info"|"699"|"Food Truck"|"7pm to 1130pm(Mon-Sun)"|"Average"|"3.1"|"15"
"Bubble Rush"|"400"|"Desserts,Ice Cream,Beverages"|"Mumbai"|"Vasant Vihar-- Thane West"|"https://www.zomato.com/mumbai/bubble-rush-vasant-vihar-thane-west-thane/info"|"699"|"Dessert Parlor"|"12noon to 11pm(Mon-Sun)"|"Good"|"3.6"|"46"
"Yome"|"300"|"Fast Food"|"Mumbai"|"Airoli"|"https://www.zomato.com/mumbai/yome-airoli-navi-mumbai/info"|"699"|"Quick Bites"|"10am to 1130pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Minimelts Icecreams & More"|"400"|"Fast Food,Ice Cream,Desserts"|"Mumbai"|"Mulund East"|"https://www.zomato.com/mumbai/minimelts-icecreams-more-mulund-east/info"|"699"|"Quick Bites"|"4pm to 930pm(Mon),7pm to 12midnight(Tue),430pm..."|"Good"|"3.7"|"26"
"Hunger Point"|"200"|"Burger,Fast Food"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/hunger-point-malad-west/info"|"699"|"Quick Bites"|"1230pm to 11pm(Mon-Sun)"|"Average"|"3.2"|"19"
"Biryani House"|"450"|"Biryani,Seafood"|"Mumbai"|"Kopar Khairane"|"https://www.zomato.com/mumbai/biryani-house-kopar-khairane-navi-mumbai/info"|"699"|"none"|"1130am to 11pm(Mon-Sun)"|"Average"|"3.1"|"55"
"Healthy Bites"|"450"|"North Indian"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/healthy-bites-dombivali-east-thane/info"|"699"|"Quick Bites"|"11am to 1030pm(Mon-Sun)"|"Average"|"3.3"|"16"
"Cheese Mashup"|"400"|"Fast Food"|"Mumbai"|"Airoli"|"https://www.zomato.com/mumbai/cheese-mashup-5-airoli-navi-mumbai/info"|"699"|"Quick Bites"|"1pm to 1030pm(Mon-Sun)"|"Average"|"3.2"|"25"
"Tollywood Cafe"|"600"|"South Indian"|"Mumbai"|"R Mall-- Mulund West"|"https://www.zomato.com/mumbai/tollywood-cafe-mulund-west/info"|"699"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Average"|"2.9"|"13"
"Rajeshahi - The Rich Food"|"300"|"South Indian,Maharashtrian,Fast Food"|"Mumbai"|"New Panvel"|"https://www.zomato.com/mumbai/rajeshahi-the-rich-food-new-panvel-navi-mumbai/info"|"699"|"Quick Bites"|"830am to 11pm(Mon-Sun)"|"Average"|"3.0"|"12"
"Karandikar Mastani House"|"200"|"Ice Cream,Beverages"|"Mumbai"|"Vile Parle East"|"https://www.zomato.com/mumbai/karandikar-mastani-house-1-vile-parle-east/info"|"699"|"Dessert Parlor"|"5pm to 11pm(Mon-Sun)"|"Average"|"3.3"|"20"
"Family Katta"|"400"|"Cafe"|"Mumbai"|"Nerul"|"https://www.zomato.com/mumbai/family-katta-1-nerul-navi-mumbai/info"|"699"|"Café"|"10am to 10pm(Mon-Sun)"|"Average"|"2.9"|"9"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Banjara Dhaba"|"650"|"Chinese,North Indian"|"Mumbai"|"Borivali West"|"https://www.zomato.com/mumbai/banjara-dhaba-borivali-west/info"|"7"|"Casual Dining"|"1030am to 1230AM(Mon-Sun)"|"Good"|"3.8"|"2184"
"Monkey Bar"|"1800"|"Mexican,North Indian,Pizza,Burger"|"Mumbai"|"Linking Road-- Bandra West"|"https://www.zomato.com/mumbai/monkey-bar-linking-road-bandra-west/info"|"7"|"Bar"|"12midnight to 130am,6pm to 12midnight..."|"Very Good"|"4.1"|"2334"
"Salt Water Cafe"|"1500"|"European,Italian,Salad"|"Mumbai"|"Bandstand-- Bandra West"|"https://www.zomato.com/SaltWaterCafeBandra/info"|"7"|"Casual Dining"|"9am to 1am(Mon-Sun)"|"Very Good"|"4.1"|"2891"
"Hello Guppy"|"1500"|"Japanese,Sushi,Bubble Tea,Beverages"|"Mumbai"|"Bandra Kurla Complex"|"https://www.zomato.com/mumbai/hello-guppy-bandra-kurla-complex/info"|"7"|"Casual Dining"|"12noon to 130am(Mon-Sun)"|"Very Good"|"4.1"|"1132"
"The Good Wife"|"2500"|"Burger,Continental,European,Italian,Pizza,Salad"|"Mumbai"|"Bandra Kurla Complex"|"https://www.zomato.com/mumbai/the-good-wife-bandra-kurla-complex/info"|"7"|"Pub"|"12noon to 130am(Mon-Sun)"|"Very Good"|"4.0"|"2161"
"SardaarJi"|"500"|"North Indian,Biryani,Rolls,Kebab,Seafood,Momos"|"Mumbai"|"Andheri Lokhandwala-- Andheri West"|"https://www.zomato.com/mumbai/sardaarji-andheri-lokhandwala/info"|"7"|"Quick Bites"|"1130am to 6pm,7pm to 4am(Mon-Sun)"|"Very Good"|"4.1"|"1291"
"Bombay Brasserie"|"1500"|"Modern Indian"|"Mumbai"|"Worli"|"https://www.zomato.com/mumbai/bombay-brasserie-worli/info"|"7"|"Casual Dining"|"12noon to 1am(Mon-Sun)"|"Very Good"|"4.1"|"1082"
"Quesso Ristorante"|"1700"|"Continental,Mexican,Italian,Mediterranean"|"Mumbai"|"Oshiwara-- Andheri West"|"https://www.zomato.com/mumbai/quesso-ristorante-oshiwara/info"|"7"|"Casual Dining"|"11am to 4am(Mon-Sun)"|"Very Good"|"4.3"|"2595"
"Boteco - Restaurante Brasileiro"|"1900"|"Brazilian,Steak,South American"|"Mumbai"|"Bandra Kurla Complex"|"https://www.zomato.com/mumbai/boteco-restaurante-brasileiro-bandra-kurla-complex/info"|"7"|"Casual Dining"|"12noon to 1am(Mon-Sun)"|"Very Good"|"4.4"|"755"
"Soul Curry"|"1000"|"North Indian,Chinese,Italian"|"Mumbai"|"Powai"|"https://www.zomato.com/mumbai/soul-curry-powai/info"|"7"|"Casual Dining"|"12noon to 1am(Mon-Sun)"|"Very Good"|"4.2"|"883"
"38 Degree East"|"1700"|"North Indian,Chinese,Thai,Italian"|"Mumbai"|"Powai"|"https://www.zomato.com/mumbai/38-degree-east-powai/info"|"7"|"Lounge"|"1130am to 130am(Mon-Sun)"|"Excellent"|"4.5"|"1750"
"Gulshan-e-Iran"|"500"|"Mughlai,Chinese,Fast Food"|"Mumbai"|"Mumbai CST Area"|"https://www.zomato.com/mumbai/gulshan-e-iran-cst/info"|"7"|"Casual Dining"|"7am to 130am(Mon-Sun)"|"Very Good"|"4.0"|"1197"
"Agent Jack's Bar"|"1500"|"Italian,Mexican,Chinese,North Indian,American,Desserts"|"Mumbai"|"De Mall-- Veera Desai Area"|"https://www.zomato.com/mumbai/agent-jacks-bar-veera-desai-area/info"|"7"|"Casual Dining"|"530pm to 130am(Mon-Sun)"|"Very Good"|"4.1"|"1585"
"Trumpet Sky Lounge"|"1700"|"North Indian,Chinese"|"Mumbai"|"Andheri Lokhandwala-- Andheri West"|"https://www.zomato.com/mumbai/trumpet-sky-lounge-andheri-lokhandwala/info"|"7"|"Lounge"|"6pm to 130am(Mon-Sun)"|"Excellent"|"4.9"|"348"
"Flamboyante"|"2000"|"Mughlai,North Indian,Chinese,Asian,Pizza"|"Mumbai"|"Cuffe Parade"|"https://www.zomato.com/mumbai/flamboyante-cuffe-parade/info"|"7"|"Casual Dining"|"12noon to 1am(Mon-Sun)"|"Very Good"|"4.0"|"1778"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Status Veg Restaurant"|"800"|"North Indian,South Indian,Street Food"|"Mumbai"|"Nariman Point"|"https://www.zomato.com/mumbai/status-veg-restaurant-nariman-point/info"|"70"|"Casual Dining"|"1130am to 11pm(Mon-Sun)"|"Very Good"|"4.2"|"2484"
"Bhagat Tarachand"|"450"|"North Indian,Street Food,Fast Food,Chinese"|"Mumbai"|"Vashi"|"https://www.zomato.com/mumbai/bhagat-tarachand-2-vashi-navi-mumbai/info"|"70"|"Casual Dining"|"12noon to 4pm,7pm to 1145pm(Mon-Sun)"|"Very Good"|"4.1"|"1648"
"Tewari Bros. Mithaiwala"|"400"|"Mithai,Street Food"|"Mumbai"|"Juhu"|"https://www.zomato.com/mumbai/tewari-bros-mithaiwala-juhu/info"|"70"|"Sweet Shop"|"8am to 1030pm(Mon-Sun)"|"Very Good"|"4.1"|"621"
"Fisco Restobar"|"1400"|"North Indian,Continental,Chinese"|"Mumbai"|"Kandivali West"|"https://www.zomato.com/mumbai/fisco-restobar-kandivali-west/info"|"70"|"Casual Dining"|"12noon to 12midnight(Mon-Sun)"|"Very Good"|"4.4"|"2953"
"The Nutcracker"|"1200"|"Cafe,American,European"|"Mumbai"|"Bandstand-- Bandra West"|"https://www.zomato.com/mumbai/the-nutcracker-bandstand-bandra-west/info"|"70"|"Café"|"12noon to 12midnight(Mon),8am to 12midnight..."|"Very Good"|"4.2"|"1506"
"Cafe Tashkend"|"350"|"Chinese,North Indian,Mughlai"|"Mumbai"|"Jogeshwari"|"https://www.zomato.com/mumbai/cafe-tashkend-jogeshwari/info"|"70"|"Casual Dining"|"12noon to 1am(Mon-Sun)"|"Good"|"3.7"|"119"
"Wowfillss"|"300"|"Desserts"|"Mumbai"|"Kharghar"|"https://www.zomato.com/mumbai/wowfillss-1-kharghar-navi-mumbai/info"|"70"|"Dessert Parlor"|"1030am to 1230AM(Mon-Fri),1030am to 1am(Sat-Sun)"|"Good"|"3.9"|"136"
"Super"|"500"|"Fast Food,North Indian,Chinese,Biryani,Hyderabadi"|"Mumbai"|"Borivali East"|"https://www.zomato.com/mumbai/super-borivali-east/info"|"70"|"Casual Dining"|"11am to 130am(Mon-Sun)"|"Average"|"3.4"|"93"
"Neelam E Punjab"|"1400"|"Biryani,Chinese,Continental,North Indian,Italian,Mughlai,Desserts,Seafood"|"Mumbai"|"Annex Mall-- Borivali East"|"https://www.zomato.com/mumbai/neelam-e-punjab-borivali-east/info"|"70"|"Casual Dining"|"12noon to 130am(Mon-Sun)"|"Good"|"3.6"|"524"
"Tavola"|"1200"|"Chinese,North Indian,Italian,Indian,Continental"|"Mumbai"|"Kandivali East"|"https://www.zomato.com/mumbai/tavola-kandivali-east/info"|"70"|"Quick Bites"|"12noon to 130am(Mon-Sun)"|"Good"|"3.8"|"243"
"Mohammad Nashir Pavbhaji & Bhurji Centre"|"350"|"Street Food,Juices,Fast Food"|"Mumbai"|"Vile Parle West"|"https://www.zomato.com/mumbai/mohammad-nashir-pavbhaji-bhurji-centre-vile-parle-west/info"|"70"|"Quick Bites"|"6pm to 1am(Mon-Sun)"|"Good"|"3.9"|"269"
"Red Ninja Express"|"600"|"Seafood,Fast Food,Chinese,Asian"|"Mumbai"|"Santacruz West"|"https://www.zomato.com/mumbai/red-ninja-express-santacruz-west/info"|"70"|"none"|"1130am to 3pm,630pm to 3am(Mon-Sun)"|"Good"|"3.7"|"246"
"Ufo Fries & Corn"|"400"|"Fast Food"|"Mumbai"|"Kandivali West"|"https://www.zomato.com/mumbai/ufo-fries-corn-kandivali-west/info"|"70"|"Quick Bites"|"9am to 1230AM(Mon-Sun)"|"Good"|"3.8"|"280"
"Guru Krupa"|"450"|"North Indian,Chinese"|"Mumbai"|"CBD-Belapur"|"https://www.zomato.com/mumbai/guru-krupa-cbd-belapur-navi-mumbai/info"|"70"|"Quick Bites"|"11am to 1am(Mon-Sun)"|"Good"|"3.7"|"217"
"yoursdrooly"|"500"|"Thai,Malaysian,Chinese,Continental,North Indian"|"Mumbai"|"Pali Hill-- Bandra West"|"https://www.zomato.com/mumbai/yoursdrooly-pali-hill-bandra-west/info"|"70"|"none"|"630pm to 3am(Mon-Fri),1230pm to 330pm,630pm..."|"Good"|"3.8"|"157"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Fortune Food Plaza"|"500"|"North Indian,Fast Food"|"Mumbai"|"Goregaon West"|"https://www.zomato.com/mumbai/fortune-food-plaza-goregaon-west/info"|"700"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Average"|"3.2"|"13"
"Creamy Creations Cake And Coffee Shop"|"300"|"Bakery,Cafe,Beverages"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/creamy-creations-cake-and-coffee-shop-dombivali-east-thane/info"|"700"|"Bakery"|"8am to 11pm(Mon-Sun)"|"Average"|"3.2"|"7"
"Mumbai Street Foods"|"300"|"Chinese,North Indian"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/mumbai-street-foods-malad-west/info"|"700"|"Quick Bites"|"12noon to 12midnight(Mon-Sun)"|"Average"|"2.6"|"29"
"Friends Cafe"|"400"|"Cafe,Continental,Italian,Pizza"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/friends-cafe-mira-road/info"|"700"|"Café"|"1130am to 11pm(Mon-Sun)"|"Good"|"3.5"|"105"
"SMOQ"|"400"|"North Indian,BBQ,Healthy Food,Rolls,Lebanese,Salad,Kebab"|"Mumbai"|"Kharghar"|"https://www.zomato.com/mumbai/smoq-kharghar-navi-mumbai/info"|"700"|"none"|"12noon to 12midnight(Mon-Sun)"|"Very Good"|"4.0"|"91"
"PJ's Kitchen"|"400"|"North Indian,Chinese"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/pjs-kitchen-dombivali-east-thane/info"|"700"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Average"|"3.2"|"10"
"Hotel Atithi"|"400"|"North Indian,Chinese"|"Mumbai"|"Dombivali West"|"https://www.zomato.com/mumbai/hotel-atithi-dombivali-west-thane/info"|"700"|"Quick Bites"|"10am to 1130pm(Mon-Sun)"|"Average"|"3.0"|"6"
"Hotel Sai Satkar"|"250"|"Chinese"|"Mumbai"|"Airoli"|"https://www.zomato.com/mumbai/hotel-sai-satkar-airoli-navi-mumbai/info"|"700"|"Quick Bites"|"11am to 1130pm(Mon-Sun)"|"Average"|"3.0"|"4"
"Becky Bees"|"100"|"Desserts"|"Mumbai"|"Colaba"|"https://www.zomato.com/mumbai/becky-bees-colaba/info"|"700"|"Kiosk"|"10am to 11pm(Mon-Sun)"|"Not rated"|"-"|"-"
"Pastry N' Cakes"|"150"|"Bakery"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/pastry-n-cakes-dombivali-east-thane/info"|"700"|"Bakery"|"10am to 1130pm(Mon-Sun)"|"Average"|"2.9"|"5"
"The Pitch On Wheels"|"400"|"Fast Food,Pizza,Kebab"|"Mumbai"|"Vikhroli"|"https://www.zomato.com/the-pitch-on-wheels-food-truck/info"|"700"|"Food Truck"|"11am to 9pm(Mon-Fri),Closed(Sat-Sun)"|"Good"|"3.7"|"41"
